Record,Location,Title,Job Type,Sex,Classification,Supervisor,Last Eval,Q1 Number,Q2,Q3,Q4,Q5,Q7,Q8,Supervisor,Q2 Number,Q3 Number,Q4 Number,Q5 Number,Q7 Number,Q8 Number
10009733,California,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,4,No,disagree,Strongly Agree,Agree,,Disagree,N,0,-1,2,1,,-1
10009734,New York,Engineering - Design,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly agree,Disagree,Disagree,,Strongly Disagree,N,1,2,-1,-1,,-2
10009735,Texas,Sales - Client Support,Full-Time,Female,Client/Support,No,Outstanding,3,Yes,strongly agree,Disagree,Agree,,Agree,N,1,2,-1,1,,1
10009736,Florida,Executive,Full-Time,Female,Admin,Yes,Satisfactory,4,No,disagree,Strongly Agree,Disagree,Strongly Agree,,Y,0,-1,2,-1,2,
10009737,Texas,Sales - Client Support,Full-Time,Female,Client/Support,No,Outstanding,3,Yes,disagree,Strongly Agree,Disagree,,Agree,N,1,-1,2,-1,,1
10009738,New York,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Agree,Disagree,,Strongly Disagree,N,1,-1,1,-1,,-2
10009739,Texas,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly disagree,Agree,Disagree,,Disagree,N,1,-2,1,-1,,-1
10009740,Florida,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,3,Yes,agree,Strongly Agree,Strongly Disagree,,Disagree,N,1,1,2,-2,,-1
10009741,New Hampshire,Technician - Building Services,Full-Time,Female,Production,No,Outstanding,2,Yes,strongly disagree,Agree,Disagree,,Disagree,N,1,-2,1,-1,,-1
10009742,Florida,Sales - After Market,Full-Time,Female,Client/Support,Yes,Satisfactory,3,Yes,agree,Agree,Disagree,Strongly Disagree,,Y,1,1,1,-1,-2,
10009743,New York,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly disagree,Agree,Disagree,,Disagree,N,1,-2,1,-1,,-1
10009744,New Hampshire,Director,Full-Time,Female,Admin,Yes,Poor,4,No,disagree,Strongly Disagree,Strongly Disagree,Agree,,Y,0,-1,-2,-2,1,
10009745,New Hampshire,Director,Full-Time,Male,Admin,Yes,Outstanding,4,Yes,strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,,Y,1,2,2,2,-2,
10009746,Texas,Admin - Specialist,Full-Time,Male,Admin,No,Poor,1,Yes,disagree,Strongly Disagree,Agree,,Disagree,N,1,-1,-2,1,,-1
10009747,Florida,Technician - Aftermarket,Part-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Strongly Disagree,Strongly Disagree,,Disagree,N,1,-1,-2,-2,,-1
10009748,Florida,Admin - Specialist,Full-Time,Male,Admin,No,Outstanding,3,No,agree,Disagree,Agree,,Disagree,N,0,1,-1,1,,-1
10009749,Illinois,Engineering - Production,Full-Time,Male,Admin,No,Satisfactory,2,Yes,agree,Agree,Disagree,,Strongly Agree,N,1,1,1,-1,,2
10009750,Florida,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Strongly Agree,Disagree,,Disagree,N,1,-1,2,-1,,-1
10009751,Texas,Engineering - Design,Full-Time,Male,Production,No,Satisfactory,2,Yes,disagree,Strongly Disagree,Agree,,Disagree,N,1,-1,-2,1,,-1
10009752,Virginia,Technician - Building Services,Full-Time,Female,Production,No,Satisfactory,2,No,disagree,Disagree,Agree,,Disagree,N,0,-1,-1,1,,-1
10009753,New Hampshire,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,2,Yes,disagree,Strongly Disagree,Disagree,,Disagree,N,1,-1,-2,-1,,-1
10009754,Florida,Engineering - Design,Full-Time,Male,Production,No,Poor,2,Yes,strongly agree,Agree,Disagree,,Strongly Agree,N,1,2,1,-1,,2
10009755,New Hampshire,Admin - Specialist,Full-Time,Male,Admin,No,Satisfactory,2,No,strongly agree,Strongly Agree,Strongly Agree,,Disagree,N,0,2,2,2,,-1
10009756,Florida,Team Lead,Full-Time,Male,Client/Support,Yes,Satisfactory,3,Yes,disagree,Disagree,Agree,Strongly Disagree,,Y,1,-1,-1,1,-2,
10009757,Florida,IT/Support,Full-Time,Male,Client/Support,No,Poor,3,Yes,strongly agree,Disagree,Strongly Agree,,Strongly Agree,N,1,2,-1,2,,2
10009758,Texas,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,3,Yes,agree,Strongly Agree,Strongly Disagree,,Disagree,N,1,1,2,-2,,-1
10009759,New Hampshire,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,3,Yes,strongly agree,Agree,Strongly Disagree,,Disagree,N,1,2,1,-2,,-1
10009760,Florida,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Strongly Agree,Disagree,,Disagree,N,1,-1,2,-1,,-1
10009761,California,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Agree,Disagree,,Strongly Disagree,N,1,-1,1,-1,,-2
10009762,Florida,IT/Support,Full-Time,Female,Client/Support,No,Poor,2,No,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,0,-1,-2,-1,,-2
10009763,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly agree,Agree,Agree,,Strongly Disagree,N,1,2,1,1,,-2
10009764,Florida,Admin - Specialist,Full-Time,Female,Admin,No,Satisfactory,4,Yes,strongly disagree,Disagree,Disagree,,Disagree,N,1,-2,-1,-1,,-1
10009765,Florida,Engineering - Design,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10009766,Texas,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,4,No,agree,Strongly Disagree,Disagree,,Strongly Agree,N,0,1,-2,-1,,2
10009767,California,Engineering - Design,Full-Time,Male,Production,No,Satisfactory,2,Yes,strongly agree,Agree,Disagree,,Agree,N,1,2,1,-1,,1
10009768,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Poor,2,Yes,agree,Agree,Disagree,,Strongly Agree,N,1,1,1,-1,,2
10009769,Florida,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,4,No,agree,Disagree,Strongly Disagree,,Strongly Disagree,N,0,1,-1,-2,,-2
10009770,Florida,IT/Support,Part-Time,Male,Client/Support,No,Satisfactory,2,Yes,disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,1,-1,-2,-2,,-2
10009771,Texas,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10009772,California,IT/Support,Full-Time,Female,Client/Support,No,Outstanding,2,Yes,agree,Agree,Disagree,,Disagree,N,1,1,1,-1,,-1
10009773,New Hampshire,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,Yes,strongly disagree,Strongly Agree,Disagree,,Strongly Disagree,N,1,-2,2,-1,,-2
10009774,Texas,Sales - After Market,Full-Time,Female,Client/Support,No,Outstanding,3,Yes,agree,Agree,Disagree,,Disagree,N,1,1,1,-1,,-1
10009775,New Hampshire,Engineering - Design,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Strongly Disagree,N,1,1,-1,-1,,-2
10009776,California,Engineering - Production,Full-Time,Male,Production,Yes,Satisfactory,4,Yes,strongly disagree,Disagree,Disagree,Strongly Disagree,,Y,1,-2,-1,-1,-2,
10009777,Texas,Technician - Building Services,Full-Time,Male,Production,No,Satisfactory,2,Yes,strongly agree,Agree,Agree,,Strongly Disagree,N,1,2,1,1,,-2
10009778,New Hampshire,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly disagree,Strongly Agree,Strongly Disagree,,Strongly Disagree,N,1,-2,2,-2,,-2
10009779,New Hampshire,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,agree,Agree,Disagree,,Disagree,N,1,1,1,-1,,-1
10009780,New Hampshire,Project Manager,Full-Time,Male,Admin,No,Satisfactory,3,Yes,strongly disagree,Agree,Disagree,,Strongly Disagree,N,1,-2,1,-1,,-2
10009781,Illinois,Admin - Specialist,Full-Time,Female,Admin,No,Poor,1,Yes,strongly disagree,Agree,Strongly Disagree,,Disagree,N,1,-2,1,-2,,-1
10009782,Texas,Admin - Specialist,Full-Time,Male,Admin,No,Satisfactory,3,Yes,strongly agree,Disagree,Disagree,,Strongly Disagree,N,1,2,-1,-1,,-2
10009783,New Hampshire,Engineering - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-1,-2,-1,,-2
10009784,Florida,Team Lead,Full-Time,Female,Client/Support,Yes,Outstanding,4,No,agree,Disagree,Disagree,Agree,,Y,0,1,-1,-1,1,
10009785,New York,Project Manager,Full-Time,Male,Admin,No,Outstanding,2,Yes,strongly agree,Disagree,Disagree,,Agree,N,1,2,-1,-1,,1
10009786,California,Sales - After Market,Full-Time,Female,Client/Support,No,Outstanding,3,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10009787,New York,Engineering - Production,Full-Time,Male,Admin,No,Satisfactory,3,Yes,disagree,Disagree,Strongly Disagree,,Disagree,N,1,-1,-1,-2,,-1
10009788,California,Technician - Production,Full-Time,Female,Production,Yes,Outstanding,4,Yes,strongly disagree,Strongly Agree,Disagree,Strongly Disagree,,Y,1,-2,2,-1,-2,
10009789,New Hampshire,Team Lead,Full-Time,Male,Client/Support,Yes,Satisfactory,3,Yes,agree,Strongly Agree,Agree,Disagree,,Y,1,1,2,1,-1,
10009790,New Hampshire,Engineering - Production,Full-Time,Male,Admin,No,Satisfactory,4,Yes,agree,Strongly Agree,Strongly Agree,,Strongly Disagree,N,1,1,2,2,,-2
10009791,New Hampshire,IT/Support,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,agree,Disagree,Disagree,,Disagree,N,1,1,-1,-1,,-1
10009792,New Hampshire,Admin - Specialist,Part-Time,Female,Admin,Yes,Satisfactory,3,Yes,disagree,Strongly Disagree,Disagree,Strongly Disagree,,Y,1,-1,-2,-1,-2,
10009793,Florida,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Disagree,Agree,,Strongly Disagree,N,1,-1,-1,1,,-2
10009794,New Hampshire,Executive,Full-Time,Female,Admin,Yes,Satisfactory,3,Yes,strongly disagree,Agree,Disagree,Strongly Agree,,Y,1,-2,1,-1,2,
10009795,New York,Project Manager,Full-Time,Female,Admin,No,Outstanding,2,No,agree,Strongly Agree,Agree,,Disagree,N,0,1,2,1,,-1
10009796,New Hampshire,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,2,Yes,agree,Strongly Agree,Disagree,,Strongly Disagree,N,1,1,2,-1,,-2
10009797,New Hampshire,Admin - Specialist,Full-Time,Female,Admin,No,Satisfactory,4,Yes,strongly disagree,Agree,Disagree,,Strongly Disagree,N,1,-2,1,-1,,-2
10009798,New York,IT/Support,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-1,-2,-1,,-2
10009799,Texas,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,4,Yes,strongly disagree,Disagree,Agree,,Strongly Disagree,N,1,-2,-1,1,,-2
10009800,New Hampshire,Technician - Maintenance,Full-Time,Female,Production,No,Satisfactory,4,No,agree,Agree,Disagree,,Agree,N,0,1,1,-1,,1
10009801,Texas,IT/Support,Full-Time,Male,Client/Support,No,Outstanding,3,Yes,disagree,Agree,Disagree,,Strongly Disagree,N,1,-1,1,-1,,-2
10009802,Florida,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,3,Yes,strongly agree,Disagree,Strongly Disagree,,Strongly Agree,N,1,2,-1,-2,,2
10009803,Texas,IT/Support,Full-Time,Male,Client/Support,No,Poor,1,Yes,strongly agree,Agree,Strongly Agree,,Disagree,N,1,2,1,2,,-1
10009804,Texas,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,No,disagree,Strongly Agree,Disagree,,Strongly Disagree,N,0,-1,2,-1,,-2
10009805,New Hampshire,Engineering - Design,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly agree,Strongly Agree,Disagree,,Strongly Disagree,N,1,2,2,-1,,-2
10009806,Florida,Technician - Production,Full-Time,Female,Production,Yes,Satisfactory,3,No,strongly disagree,Disagree,Disagree,Agree,,Y,0,-2,-1,-1,1,
10009807,Florida,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,3,Yes,strongly agree,Strongly Agree,Strongly Agree,,Strongly Agree,N,1,2,2,2,,2
10009808,New Hampshire,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,agree,Disagree,Strongly Disagree,,Strongly Agree,N,1,1,-1,-2,,2
10009809,New York,Engineering - software,Full-Time,Male,Production,No,Outstanding,4,No,agree,Strongly Disagree,Disagree,,Disagree,N,0,1,-2,-1,,-1
10009810,Texas,IT/Support,Part-Time,Male,Client/Support,No,Satisfactory,2,Yes,disagree,Strongly Disagree,Agree,,Disagree,N,1,-1,-2,1,,-1
10009811,Texas,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,3,Yes,disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,1,-1,-2,-2,,-2
10009812,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,2,Yes,strongly disagree,Disagree,Disagree,,Strongly Disagree,N,1,-2,-1,-1,,-2
10009813,Florida,Engineering - software,Full-Time,Male,Admin,No,Outstanding,4,No,disagree,Strongly Agree,Disagree,,Disagree,N,0,-1,2,-1,,-1
10009814,California,Admin - Specialist,Full-Time,Male,Admin,No,Outstanding,4,No,strongly agree,Agree,Disagree,,Strongly Disagree,N,0,2,1,-1,,-2
10009815,Texas,Technician - Maintenance,Full-Time,Male,Production,No,Poor,3,Yes,agree,Strongly Agree,Disagree,,Disagree,N,1,1,2,-1,,-1
10009816,Florida,Sales - After Market,Part-Time,Female,Client/Support,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Agree,,Strongly Agree,N,1,-1,-2,1,,2
10009817,Texas,Engineering - Production,Full-Time,Male,Admin,No,Satisfactory,4,Yes,disagree,Agree,Disagree,,Strongly Disagree,N,1,-1,1,-1,,-2
10009818,Florida,Executive,Full-Time,Male,Admin,Yes,Outstanding,3,Yes,agree,Strongly Agree,Disagree,Disagree,,Y,1,1,2,-1,-1,
10009819,Illinois,Engineering - software,Full-Time,Male,Production,No,Outstanding,4,Yes,strongly agree,Strongly Agree,Disagree,,Disagree,N,1,2,2,-1,,-1
10009820,California,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly disagree,Strongly Agree,Agree,,Disagree,N,1,-2,2,1,,-1
10009821,Florida,Engineering - Production,Full-Time,Male,Admin,No,Satisfactory,3,Yes,agree,Agree,Agree,,Disagree,N,1,1,1,1,,-1
10009822,New Hampshire,Engineering - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,strongly agree,Disagree,Strongly Agree,,Disagree,N,1,2,-1,2,,-1
10009823,Texas,Technician - Aftermarket,Full-Time,Female,Production,No,Outstanding,2,Yes,agree,Disagree,Strongly Disagree,,Strongly Agree,N,1,1,-1,-2,,2
10009824,Florida,Director,Full-Time,Male,Admin,Yes,Outstanding,4,Yes,strongly agree,Disagree,Disagree,Strongly Agree,,Y,1,2,-1,-1,2,
10009825,New Hampshire,Admin - Specialist,Full-Time,Male,Admin,No,Outstanding,4,Yes,disagree,Agree,Strongly Disagree,,Strongly Disagree,N,1,-1,1,-2,,-2
10009826,Texas,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,disagree,Agree,Strongly Disagree,,Disagree,N,1,-1,1,-2,,-1
10009827,Florida,Sales - Client Support,Full-Time,Female,Client/Support,No,Satisfactory,4,No,strongly disagree,Strongly Disagree,Disagree,,Agree,N,0,-2,-2,-1,,1
10009828,Illinois,Sales - After Market,Full-Time,Female,Client/Support,No,Poor,2,Yes,disagree,Strongly Disagree,Agree,,Strongly Agree,N,1,-1,-2,1,,2
10009829,Florida,Executive,Full-Time,Female,Admin,Yes,Satisfactory,3,Yes,strongly disagree,Agree,Disagree,Agree,,Y,1,-2,1,-1,1,
10009830,New Hampshire,Technician - Maintenance,Full-Time,Male,Production,No,Poor,2,Yes,strongly disagree,Agree,Strongly Agree,,Disagree,N,1,-2,1,2,,-1
10009831,New Hampshire,Engineering - Production,Full-Time,Male,Production,No,Outstanding,4,No,disagree,Strongly Disagree,Disagree,,Disagree,N,0,-1,-2,-1,,-1
10009832,Florida,Admin - Specialist,Full-Time,Male,Admin,No,Satisfactory,3,No,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,0,-1,-2,-1,,-2
10009833,New Hampshire,Technician - Building Services,Full-Time,Female,Production,No,Satisfactory,3,Yes,disagree,Strongly Agree,Strongly Disagree,,Disagree,N,1,-1,2,-2,,-1
10009834,Florida,Engineering - Design,Full-Time,Male,Production,No,Satisfactory,3,No,disagree,Agree,Agree,,Disagree,N,0,-1,1,1,,-1
10009835,Texas,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,4,Yes,disagree,Agree,Strongly Agree,,Strongly Agree,N,1,-1,1,2,,2
10009836,Texas,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,3,Yes,agree,Disagree,Strongly Agree,,Strongly Disagree,N,1,1,-1,2,,-2
10009837,New York,Sales - After Market,Full-Time,Male,Client/Support,No,Satisfactory,3,Yes,disagree,Strongly Disagree,Disagree,,Disagree,N,1,-1,-2,-1,,-1
10009838,California,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,Yes,agree,Agree,Agree,,Strongly Disagree,N,1,1,1,1,,-2
10009839,Florida,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,Yes,strongly disagree,Disagree,Disagree,,Disagree,N,1,-2,-1,-1,,-1
10009840,Texas,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,3,No,agree,Agree,Strongly Disagree,,Disagree,N,0,1,1,-2,,-1
10009841,Florida,Project Manager,Full-Time,Female,Admin,No,Satisfactory,4,Yes,disagree,Strongly Disagree,Disagree,,Disagree,N,1,-1,-2,-1,,-1
10009842,New York,Technician - Aftermarket,Full-Time,Female,Production,No,Satisfactory,4,No,disagree,Agree,Agree,,Disagree,N,0,-1,1,1,,-1
10009843,New Hampshire,Technician - Maintenance,Full-Time,Male,Production,No,Poor,2,Yes,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-1,-2,-1,,-2
10009844,Florida,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,3,No,strongly disagree,Agree,Disagree,,Disagree,N,0,-2,1,-1,,-1
10009845,California,Technician - Maintenance,Full-Time,Female,Production,No,Satisfactory,4,No,agree,Disagree,Disagree,,Strongly Disagree,N,0,1,-1,-1,,-2
10009846,New Hampshire,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,agree,Disagree,Agree,,Disagree,N,1,1,-1,1,,-1
10009847,Texas,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,2,Yes,disagree,Agree,Agree,,Disagree,N,1,-1,1,1,,-1
10009848,California,IT/Support,Part-Time,Female,Client/Support,Yes,Satisfactory,2,Yes,disagree,Disagree,Disagree,Agree,,Y,1,-1,-1,-1,1,
10009849,Texas,Engineering - software,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Disagree,Strongly Disagree,,Agree,N,1,-1,-1,-2,,1
10009850,Florida,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly disagree,Disagree,Agree,,Disagree,N,1,-2,-1,1,,-1
10009851,Illinois,Sales - After Market,Full-Time,Female,Client/Support,No,Poor,2,No,strongly disagree,Strongly Agree,Agree,,Strongly Disagree,N,0,-2,2,1,,-2
10009852,Texas,Engineering - Design,Full-Time,Male,Production,Yes,Satisfactory,4,Yes,strongly disagree,Disagree,Disagree,Strongly Agree,,Y,1,-2,-1,-1,2,
10009853,Texas,Admin - Specialist,Full-Time,Male,Admin,No,Outstanding,4,No,disagree,Agree,Agree,,Strongly Disagree,N,0,-1,1,1,,-2
10009854,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,2,No,agree,Disagree,Agree,,Disagree,N,0,1,-1,1,,-1
10009855,Texas,Admin - Specialist,Full-Time,Male,Admin,No,Satisfactory,1,Yes,agree,Strongly Agree,Disagree,,Disagree,N,1,1,2,-1,,-1
10009856,Texas,IT/Support,Full-Time,Male,Client/Support,No,Outstanding,3,Yes,strongly disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,1,-2,-2,-1,,-2
10009857,New Hampshire,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,4,Yes,disagree,Agree,Agree,,Disagree,N,1,-1,1,1,,-1
10009858,Texas,Technician - Maintenance,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10009859,Texas,Technician - Production,Full-Time,Female,Production,No,Satisfactory,4,Yes,agree,Agree,Disagree,,Strongly Agree,N,1,1,1,-1,,2
10009860,Texas,Sales - After Market,Full-Time,Female,Client/Support,No,Outstanding,3,Yes,strongly disagree,Disagree,Disagree,,Strongly Agree,N,1,-2,-1,-1,,2
10009861,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Agree,Agree,,Disagree,N,1,-1,1,1,,-1
10009862,California,Engineering - Production,Full-Time,Male,Production,Yes,Satisfactory,3,No,disagree,Disagree,Agree,Disagree,,Y,0,-1,-1,1,-1,
10009863,Florida,Technician - Aftermarket,Full-Time,Male,Production,Yes,Satisfactory,4,Yes,disagree,Disagree,Disagree,Strongly Agree,,Y,1,-1,-1,-1,2,
10009864,Texas,Engineering - Design,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Disagree,Strongly Agree,,Strongly Disagree,N,1,-1,-1,2,,-2
10009865,Texas,IT/Support,Full-Time,Female,Client/Support,No,Outstanding,3,Yes,disagree,Agree,Disagree,,Disagree,N,1,-1,1,-1,,-1
10009866,New York,Engineering - Production,Full-Time,Male,Admin,No,Satisfactory,2,No,disagree,Strongly Disagree,Disagree,,Strongly Disagree,N,0,-1,-2,-1,,-2
10009867,California,Engineering - Design,Full-Time,Male,Production,No,Satisfactory,2,Yes,disagree,Strongly Agree,Strongly Disagree,,Strongly Disagree,N,1,-1,2,-2,,-2
10009868,New York,Sales - After Market,Full-Time,Female,Client/Support,No,Satisfactory,4,No,strongly disagree,Agree,Disagree,,Strongly Disagree,N,0,-2,1,-1,,-2
10009869,New York,Executive,Full-Time,Female,Admin,Yes,Satisfactory,4,Yes,disagree,Strongly Agree,Disagree,Agree,,Y,1,-1,2,-1,1,
10009870,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,2,Yes,disagree,Strongly Agree,Disagree,,Disagree,N,1,-1,2,-1,,-1
10009871,California,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,strongly agree,Agree,Disagree,,Disagree,N,1,2,1,-1,,-1
10009872,Texas,Engineering - Production,Part-Time,Male,Admin,No,Satisfactory,4,Yes,strongly disagree,Strongly Disagree,Strongly Disagree,,Strongly Agree,N,1,-2,-2,-2,,2
10009873,New Hampshire,Admin - Specialist,Full-Time,Female,Admin,No,Satisfactory,4,No,agree,Disagree,Disagree,,Disagree,N,0,1,-1,-1,,-1
10009874,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,Yes,disagree,Disagree,Agree,,Strongly Disagree,N,1,-1,-1,1,,-2
10009875,Texas,Technician - Production,Full-Time,Male,Production,No,Outstanding,4,No,disagree,Strongly Disagree,Disagree,,Disagree,N,0,-1,-2,-1,,-1
10009876,Texas,Executive,Full-Time,Female,Admin,Yes,Satisfactory,1,Yes,disagree,Agree,Strongly Disagree,Agree,,Y,1,-1,1,-2,1,
10009877,Florida,Technician - Building Services,Full-Time,Male,Production,No,Satisfactory,4,No,disagree,Agree,Disagree,,Disagree,N,0,-1,1,-1,,-1
10009878,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Agree,Strongly Disagree,,Strongly Disagree,N,1,-1,1,-2,,-2
10009879,Texas,Sales - After Market,Full-Time,Male,Client/Support,No,Poor,4,Yes,strongly agree,Strongly Agree,Disagree,,Strongly Disagree,N,1,2,2,-1,,-2
10009880,Texas,Sales - Client Support,Full-Time,Female,Client/Support,No,Outstanding,3,Yes,agree,Disagree,Disagree,,Strongly Disagree,N,1,1,-1,-1,,-2
10009881,Florida,Engineering - software,Full-Time,Male,Production,Yes,Poor,2,Yes,strongly agree,Disagree,Disagree,Agree,,Y,1,2,-1,-1,1,
10009882,California,Director,Full-Time,Male,Admin,Yes,Satisfactory,3,No,disagree,Strongly Agree,Agree,Agree,,Y,0,-1,2,1,1,
10009883,Florida,IT/Support,Full-Time,Female,Client/Support,No,Outstanding,3,Yes,disagree,Disagree,Disagree,,Disagree,N,1,-1,-1,-1,,-1
10009884,Florida,Engineering - Production,Full-Time,Male,Production,No,Outstanding,4,No,strongly disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,N,0,-2,-2,-2,,-2
10009885,New Hampshire,IT/Support,Part-Time,Female,Client/Support,No,Satisfactory,3,Yes,disagree,Disagree,Disagree,,Strongly Disagree,N,1,-1,-1,-1,,-2
10009886,Texas,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,agree,Disagree,Agree,,Strongly Agree,N,1,1,-1,1,,2
10009887,Florida,Technician - Building Services,Full-Time,Male,Production,Yes,Satisfactory,4,Yes,strongly disagree,Agree,Strongly Agree,Strongly Agree,,Y,1,-2,1,2,2,
10009888,New Hampshire,Sales - After Market,Full-Time,Female,Client/Support,Yes,Poor,4,Yes,disagree,Agree,Disagree,Agree,,Y,1,-1,1,-1,1,
10009889,New York,Team Lead,Full-Time,Male,Client/Support,Yes,Satisfactory,3,Yes,agree,Strongly Disagree,Disagree,Strongly Agree,,Y,1,1,-2,-1,2,
10009890,New Hampshire,Technician - Aftermarket,Full-Time,Male,Production,No,Satisfactory,3,Yes,agree,Agree,Disagree,,Strongly Agree,N,1,1,1,-1,,2
10009891,Florida,Technician - Aftermarket,Full-Time,Male,Production,No,Poor,1,No,agree,Disagree,Disagree,,Strongly Disagree,N,0,1,-1,-1,,-2
10009892,New Hampshire,Engineering - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,disagree,Agree,Strongly Agree,,Agree,N,1,-1,1,2,,1
10009893,Florida,Technician - Aftermarket,Full-Time,Male,Production,No,Poor,2,Yes,agree,Strongly Disagree,Strongly Disagree,,Disagree,N,1,1,-2,-2,,-1
10009894,New Hampshire,Technician - Production,Full-Time,Male,Production,No,Satisfactory,3,Yes,strongly agree,Agree,Agree,,Strongly Disagree,N,1,2,1,1,,-2
10009895,New Hampshire,Sales - Client Support,Full-Time,Female,Client/Support,No,Poor,1,Yes,strongly disagree,Strongly Disagree,Agree,,Strongly Agree,N,1,-2,-2,1,,2
10009896,New Hampshire,Sales - Client Support,Full-Time,Male,Client/Support,No,Satisfactory,2,Yes,agree,Agree,Disagree,,Strongly Disagree,N,1,1,1,-1,,-2
10009897,Florida,Sales - After Market,Full-Time,Female,Client/Support,No,Outstanding,2,Yes,agree,Strongly Disagree,Disagree,,Disagree,N,1,1,-2,-1,,-1
10009898,Texas,Admin - Specialist,Full-Time,Female,Admin,No,Outstanding,3,Yes,disagree,Strongly Agree,Strongly Disagree,,Strongly Disagree,N,1,-1,2,-2,,-2
